,LATITUDE,LONGITUDE,MEAN_TEMPERATURE,MIN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,DAYS_WITH_PRECIP_GE_1MM,TOTAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,DAYS_WITH_VALID_SUNSHINE,Ensemencee,Recoltee,Rendement,Production_boisseaux,Production_tonnes,Annee,Region
0,50.71357142857143,-91.77542857142858,1.9837734588926739,-35.81428571428571,31.642857142857142,654.9857142857143,352.0,95.71428571428571,100.60000000000001,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,Kenora
0,45.164500000000004,-79.28649999999999,7.812211716722285,-33.35,33.7,887.25,356.0,117.5,95.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0,2010,Muskoka
0,45.032,-78.531,7.682565284178187,-34.5,32.0,1015.5,356.0,131.0,142.39999999999998,356.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,Haliburton
0,49.093333333333334,-89.2341111111111,4.304105692001211,-39.45555555555555,32.96666666666667,542.3777777777779,329.8888888888889,84.55555555555556,80.11111111111111,151.77777777777777,0.0,444.0,0.0,0.0,0.0,0.0,2011,Thunder Bay
0,43.08714285714286,-79.30757142857144,9.427358861824299,-22.599999999999998,35.48571428571429,948.7714285714285,322.57142857142856,110.14285714285714,69.61428571428571,171.42857142857142,0.0,790.0,0.0,0.0,0.0,0.0,2011,Niagara
0,43.576499999999996,-79.78450000000001,8.901253334950278,-24.25,35.3,813.8,279.5,94.0,94.1,279.5,0.0,172.0,0.0,0.0,0.0,0.0,2011,Halton
0,45.15633333333333,-79.32533333333333,6.30772030651341,-31.666666666666668,32.63333333333333,1089.8666666666666,352.6666666666667,166.66666666666666,87.13333333333333,118.33333333333333,0.0,140.0,0.0,0.0,0.0,0.0,2011,Muskoka
0,44.997,-77.882,6.269790694055399,-33.75,33.2,794.4,297.5,110.0,65.0,116.0,0.0,1974.0,0.0,0.0,0.0,0.0,2011,Hastings
0,42.059666666666665,-82.88933333333334,10.005858237547892,-20.466666666666665,35.93333333333333,1186.7,294.6666666666667,118.0,67.23333333333333,174.33333333333334,0.0,165.0,0.0,0.0,0.0,0.0,2011,Essex
0,45.786500000000004,-82.27449999999999,6.819274193548386,-32.4,31.65,990.0999999999999,361.0,114.0,146.5,180.0,0.0,428.0,0.0,0.0,0.0,0.0,2011,Manitoulin
0,45.032,-78.531,6.404462365591398,-34.5,32.5,966.2,356.0,138.0,233.5,356.0,0.0,22.0,0.0,0.0,0.0,0.0,2011,Haliburton
0,50.465833333333336,-92.41533333333332,5.100338647880362,-35.6,32.85,537.1833333333333,350.5,82.83333333333333,66.3,119.66666666666667,0.0,372.0,0.0,0.0,0.0,0.0,2011,Kenora
0,45.3395,-80.035,7.276799450549451,-24.6,34.75,833.6,329.0,107.0,66.8,153.5,0.0,46.235023899683405,40.15146812340927,0.0,0.0,0.0,2012,Parry Sound
0,44.13066666666666,-79.28333333333335,8.02625887474423,-19.833333333333332,35.36666666666667,847.1,353.0,105.33333333333333,118.89999999999999,353.0,0.0,74.54218138928549,64.7339996275374,0.0,0.0,0.0,2012,York
0,50.590833333333336,-92.03566666666667,3.254973118279569,-34.26666666666667,32.833333333333336,686.8166666666667,352.6666666666667,99.33333333333333,25.03333333333333,59.666666666666664,0.0,355.7354755052342,327.6510958600841,0.0,0.0,0.0,2012,Kenora
0,48.93077777777777,-88.72722222222222,1.9950897314690417,-40.34444444444445,31.34444444444445,751.0666666666667,342.77777777777777,104.88888888888889,113.18888888888888,117.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,2013,Thunder Bay
0,46.88166666666667,-82.056,3.8153593940357013,-38.4,32.0,1053.9333333333334,361.0,142.66666666666666,231.26666666666665,243.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2013,Sudbury
0,45.15633333333333,-79.32533333333333,5.944419769761816,-34.13333333333333,32.733333333333334,1171.3,349.0,137.33333333333334,115.83333333333333,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Muskoka
0,48.724,-92.56333333333333,2.086729611384784,-39.86666666666667,31.666666666666668,822.2999999999998,357.0,146.0,93.13333333333333,118.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2013,Rainy River
0,42.059666666666665,-82.88933333333334,10.411348469538126,-17.766666666666666,34.43333333333333,818.1666666666666,286.3333333333333,83.66666666666667,39.199999999999996,181.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2013,Essex
0,45.032,-78.531,6.25,-35.0,32.0,1324.3,364.0,160.0,328.6,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Haliburton
0,49.07966666666667,-88.5742222222222,1.842668336369964,-39.05555555555556,30.633333333333333,723.3,338.77777777777777,99.66666666666667,49.93333333333333,70.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,2014,Thunder Bay
0,43.0934,-79.29499999999999,9.148615815610253,-23.0,31.1,766.12,328.6,102.6,71.16,134.8,0.0,0.0,0.0,0.0,0.0,0.0,2014,Niagara
0,45.15633333333333,-79.32533333333333,5.755096115024924,-37.23333333333333,29.96666666666667,1228.3666666666666,340.6666666666667,136.0,169.46666666666667,118.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2014,Muskoka
0,44.13066666666666,-79.28333333333335,7.984480286738351,-30.933333333333334,30.833333333333332,797.6666666666666,356.3333333333333,115.33333333333333,175.83333333333334,356.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2014,York
0,45.032,-78.531,5.463333333333333,-40.5,29.5,1146.2,360.0,152.0,263.8,360.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Haliburton
0,50.90475,-92.066375,1.373518261030775,-39.1,29.8375,662.825,348.375,100.75,74.0875,91.25,0.0,0.0,0.0,0.0,0.0,0.0,2014,Kenora
0,48.891999999999996,-88.84728571428572,3.496723077501919,-37.642857142857146,31.485714285714284,714.6000000000001,335.7142857142857,87.71428571428571,12.6,41.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,2015,Thunder Bay
0,46.483666666666664,-81.20633333333333,4.711401557285873,-35.06666666666667,33.4,902.7333333333332,358.6666666666667,125.0,152.9,240.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2015,Sudbury
0,45.15633333333333,-79.32533333333333,5.515398728353865,-34.96666666666667,32.6,1004.6,354.0,121.0,113.66666666666667,117.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2015,Muskoka
0,44.997,-77.882,5.628431034482759,-33.4,31.7,789.1,307.5,107.5,57.0,127.5,0.0,0.0,0.0,0.0,0.0,0.0,2015,Hastings
0,43.677,-79.631,8.74263440860215,-25.5,34.0,675.3,358.0,82.0,66.60000000000001,362.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Peel
0,44.265,-79.24000000000001,7.567983870967742,-32.5,33.0,658.1500000000001,349.0,107.5,82.6,348.5,0.0,0.0,0.0,0.0,0.0,0.0,2015,York
0,45.032,-78.531,5.557688172043012,-37.5,30.5,977.3,363.0,140.0,212.9,363.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Haliburton
0,49.07922222222222,-88.5751111111111,3.991259439067215,-32.866666666666674,31.78888888888889,660.1888888888889,321.0,92.11111111111111,36.58888888888889,63.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,2016,Thunder Bay
0,43.0934,-79.29499999999999,10.213148029160022,-20.96,33.94,610.8799999999999,338.0,91.4,34.12,126.2,0.0,0.0,0.0,0.0,0.0,0.0,2016,Niagara
0,45.344,-80.044,7.4324249165739715,-33.2,33.0,909.4,352.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Parry Sound
0,45.057500000000005,-79.35300000000001,5.751818075373487,-40.05,33.9,952.8,331.5,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Muskoka
0,49.866285714285716,-81.9797142857143,3.4026179504059693,-37.74285714285714,32.04285714285714,869.4857142857144,359.57142857142856,129.85714285714286,104.2857142857143,153.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,2016,Cochrane
0,44.997,-77.882,5.3023538058159865,-37.95,32.65,1031.25,343.0,115.5,126.45,162.5,0.0,0.0,0.0,0.0,0.0,0.0,2016,Hastings
0,43.677,-79.631,9.303870967741936,-26.3,36.0,630.6,364.0,100.0,107.1,366.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Peel
0,44.13033333333333,-79.283,8.042599612104619,-29.066666666666666,34.699999999999996,731.5333333333333,355.3333333333333,105.66666666666667,185.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,York
0,42.059666666666665,-82.88933333333334,10.706616669211252,-17.633333333333333,33.63333333333333,738.2000000000002,282.6666666666667,82.33333333333333,32.666666666666664,161.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Essex
0,45.108999999999995,-76.18299999999999,6.254381720430107,-30.75,35.5,776.1,361.5,110.0,222.2,361.5,0.0,0.0,0.0,0.0,0.0,0.0,2016,Lanark
0,45.786500000000004,-82.27449999999999,7.779281609195403,-31.25,31.3,731.3,362.5,116.5,160.5,180.5,0.0,660.0,0.0,0.0,0.0,0.0,2016,Manitoulin
0,45.054,-76.784,5.79010752688172,-33.0,35.0,934.6,362.0,130.0,294.2,362.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Frontenac
0,45.032,-78.531,6.029301075268817,-40.5,34.0,1079.5,365.0,126.0,332.3,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,Haliburton
0,51.07955555555556,-91.19866666666668,3.2531933042530468,-33.94444444444445,32.34444444444444,680.2888888888889,328.22222222222223,96.44444444444444,21.022222222222222,40.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,2016,Kenora
0,45.287,-75.064,5.654301075268817,-36.0,34.0,1030.2,353.0,145.0,241.0,353.0,0.0,400.0,0.0,0.0,0.0,0.0,2016,Prescott And Russell
0,49.07922222222222,-88.5751111111111,4.18620859110403,-35.355555555555554,30.422222222222217,695.2222222222222,309.22222222222223,101.44444444444444,38.355555555555554,59.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,2017,Thunder Bay
0,43.125,-79.2855,10.925996457195012,-18.65,32.275000000000006,970.925,340.75,111.25,49.1,164.75,0.0,0.0,0.0,0.0,0.0,0.0,2017,Niagara
0,46.483666666666664,-81.20633333333333,7.222177728340131,-33.43333333333334,30.833333333333332,1020.9000000000001,361.0,127.33333333333333,155.20000000000002,242.66666666666666,0.0,2960.0,2810.0,0.0,0.0,0.0,2017,Sudbury
0,43.576499999999996,-79.78450000000001,10.58800151469756,-26.5,32.5,763.95,288.0,102.5,65.9,288.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Halton
0,44.23,-78.363,9.074002849002849,-31.8,32.9,779.3,283.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Peterborough
0,45.057500000000005,-79.35300000000001,8.447201086956522,-36.65,30.799999999999997,1117.25,305.0,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Muskoka
0,50.044375,-81.80824999999999,3.4822883771807773,-36.85,30.95,786.3375,341.875,121.5,100.625,134.125,0.0,0.0,0.0,0.0,0.0,0.0,2017,Cochrane
0,44.0105,-79.0235,9.589103302611367,-27.35,31.5,816.3,322.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Durham
0,43.677,-79.631,10.998655913978494,-22.6,33.6,846.0,364.0,116.0,80.1,363.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Peel
0,44.13033333333333,-79.283,10.209444444444445,-27.7,32.666666666666664,973.4333333333334,359.6666666666667,130.0,131.83333333333334,359.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2017,York
0,42.059666666666665,-82.88933333333334,12.770812095744242,-19.099999999999998,33.53333333333333,896.9,327.6666666666667,96.66666666666667,47.06666666666666,208.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Essex
0,45.108999999999995,-76.18299999999999,9.733763440860216,-30.5,32.75,1321.6,363.5,139.0,181.9,363.5,0.0,1410.0,1270.0,0.0,0.0,0.0,2017,Lanark
0,45.786500000000004,-82.27449999999999,8.448965517241378,-24.65,30.15,1189.6,355.5,138.5,107.5,178.5,0.0,280.0,270.0,0.0,0.0,0.0,2017,Manitoulin
0,45.054,-76.784,9.29795698924731,-29.5,32.0,1438.8,362.0,163.0,222.2,362.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Frontenac
0,45.032,-78.531,8.60741935483871,-35.0,31.0,1330.4,364.0,156.0,223.6,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Haliburton
0,50.8485,-92.2945,3.765097996384097,-36.1625,30.525,570.15,320.25,80.625,33.1375,45.375,0.0,0.0,0.0,0.0,0.0,0.0,2017,Kenora
0,45.287,-75.064,8.976662561576354,-35.0,32.0,1416.5,352.0,147.0,220.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Prescott And Russell
0,44.403,-76.908,10.39671658986175,-31.0,34.0,1251.8,356.0,142.0,124.4,356.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Lennox And Addington
0,47.104,-84.662,5.443185483870968,-35.55,29.95,1222.75,349.5,155.5,217.7,181.0,0.0,2960.0,2810.0,0.0,0.0,0.0,2017,Algoma
0,49.002875,-88.60875,-0.0030274785106542135,-34.9375,31.349999999999998,601.2875,323.0,80.0,46.05,67.375,0.0,0.0,0.0,0.0,0.0,0.0,2018,Thunder Bay
0,46.483666666666664,-81.20633333333335,1.5907557780249661,-31.86666666666667,32.166666666666664,786.2000000000002,359.0,108.33333333333333,201.83333333333334,241.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Sudbury
0,43.576499999999996,-79.78450000000001,6.78051523297491,-24.25,35.0,763.6500000000001,290.5,91.5,72.9,290.5,0.0,0.0,0.0,0.0,0.0,0.0,2018,Halton
0,45.057500000000005,-79.35300000000001,2.9037719298245612,-33.8,34.55,869.8,325.0,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Muskoka
0,49.866285714285716,-81.9797142857143,-1.5426042604657735,-37.6,32.98571428571428,641.2142857142857,327.57142857142856,93.0,101.89999999999999,136.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Cochrane
0,43.677,-79.631,6.177849462365591,-23.5,35.4,885.0,364.0,113.0,92.8,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Peel
0,44.13033333333333,-79.283,5.284484126984127,-28.7,35.46666666666667,859.0333333333333,353.0,119.0,147.36666666666667,353.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,York
0,45.108999999999995,-76.18299999999999,4.625819892473118,-31.0,35.0,943.7,363.0,124.5,176.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Lanark
0,45.032,-78.531,3.2699462365591394,-37.5,33.5,1102.8,365.0,143.0,296.6,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Haliburton
0,50.374624999999995,-92.53875,-0.6142921899536072,-35.3375,32.225,510.075,337.25,72.875,36.6875,90.75,0.0,0.0,0.0,0.0,0.0,0.0,2018,Kenora
0,48.88185714285714,-88.24785714285714,3.082693241924133,-39.98571428571428,29.442857142857143,687.6,327.14285714285717,96.14285714285714,49.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Thunder Bay
0,43.05425,-79.3145,8.85204795227834,-21.675,32.625,903.725,323.25,108.25,67.05,143.25,0.0,0.0,0.0,0.0,0.0,0.0,2019,Niagara
0,46.483666666666664,-81.20633333333333,4.5210739242218665,-37.666666666666664,30.599999999999998,1031.9666666666665,361.3333333333333,125.66666666666667,239.9666666666667,235.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2019,Sudbury
0,43.576499999999996,-79.78450000000001,8.092555178268253,-24.0,33.25,776.45,292.0,109.0,120.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Halton
0,45.057500000000005,-79.35300000000001,5.467185761957731,-31.549999999999997,31.5,1011.2,359.5,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Muskoka
0,49.86628571428571,-81.97971428571428,2.1752045405868494,-40.58571428571428,33.17142857142857,650.1857142857143,341.42857142857144,111.14285714285714,118.22857142857143,135.57142857142858,0.0,0.0,0.0,0.0,0.0,0.0,2019,Cochrane
0,43.677,-79.631,8.487741935483871,-22.8,33.0,949.0,365.0,108.0,163.5,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Peel
0,44.265,-79.24000000000001,7.354435483870968,-27.25,33.5,863.0999999999999,355.0,129.5,208.8,355.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,York
0,42.059666666666665,-82.88933333333334,10.597140762463342,-23.5,33.166666666666664,887.6666666666666,341.3333333333333,102.33333333333333,37.13333333333333,221.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Essex
0,45.108999999999995,-76.18299999999999,7.084060633213859,-28.25,33.75,992.9,358.5,120.0,185.10000000000002,358.5,0.0,0.0,0.0,0.0,0.0,0.0,2019,Lanark
0,45.032,-78.531,5.464784946236559,-34.0,31.5,1240.6,365.0,159.0,339.6,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Haliburton
0,50.700199999999995,-92.21520000000001,1.8840203930292916,-41.9,31.389999999999997,669.66,353.3,91.5,48.89,100.3,0.0,0.0,0.0,0.0,0.0,0.0,2019,Kenora
0,44.403,-76.908,7.7566740823136815,-30.5,33.0,1076.3,357.0,138.0,172.8,357.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Lennox And Addington
0,43.576499999999996,-79.78450000000001,7.967795698924732,-22.5,35.0,600.0,295.0,90.5,81.8,295.0,0.0,0.0,0.0,0.0,0.0,,2020,Halton
0,45.057500000000005,-79.35300000000001,4.587549128661475,-34.15,33.3,986.25,335.0,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020,Muskoka
0,43.677,-79.631,8.060322580645161,-20.6,35.5,760.8,366.0,116.0,150.6,355.0,0.0,0.0,0.0,0.0,0.0,,2020,Peel
0,44.265,-79.24000000000001,6.932016129032258,-28.75,35.0,876.45,364.0,119.0,198.9,364.0,0.0,0.0,0.0,0.0,0.0,,2020,York
0,42.032000000000004,-82.79675,9.32615988664654,-15.649999999999999,34.275,802.3000000000001,323.75,96.75,41.75,171.0,0.0,0.0,0.0,0.0,0.0,,2020,Essex
0,50.768,-92.03327272727273,-0.2863813327940135,-35.14545454545454,33.0,477.50909090909096,351.8181818181818,70.9090909090909,26.236363636363638,95.63636363636364,0.0,0.0,0.0,0.0,0.0,,2020,Kenora
0,49.28963636363637,-88.25745454545455,5.083859563375693,-37.90909090909091,33.00909090909091,574.8727272727273,354.6363636363636,84.0909090909091,22.936363636363637,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Thunder Bay
0,46.483666666666664,-81.20633333333335,8.237781533137484,-27.7,31.3,809.4,361.0,109.0,108.13333333333334,228.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2021,Sudbury
0,43.576499999999996,-79.78450000000001,10.285528033794161,-16.75,34.25,654.2,300.0,86.5,56.4,293.5,0.0,0.0,0.0,0.0,0.0,0.0,2021,Halton
0,45.344,-80.044,9.075,-24.3,30.6,950.7,359.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Parry Sound
0,45.057500000000005,-79.35300000000001,8.261666666666667,-29.1,31.35,931.55,361.5,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Muskoka
0,44.265,-79.24000000000001,9.73997311827957,-23.75,33.25,881.25,363.5,112.5,141.7,363.5,0.0,0.0,0.0,0.0,0.0,0.0,2021,York
0,45.054,-76.784,9.797828784119108,-24.0,32.5,901.4,352.0,120.0,168.8,352.0,0.0,27.592198137697544,23.281721948861957,0.0,0.7967411385935225,0.0161818125248344,2021,Frontenac
0,45.032,-78.531,8.304784946236559,-31.5,31.0,1036.6,365.0,136.0,207.2,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Haliburton
0,50.849230769230765,-91.42561538461538,5.122840352392633,-38.738461538461536,34.0,504.7307692307693,354.46153846153845,71.6923076923077,20.776923076923076,83.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0,2021,Kenora
0,44.403,-76.908,10.057897664071191,-23.5,34.0,815.9,360.0,111.0,115.8,360.0,0.0,1122.6575617275685,947.2750617943204,0.0,38.95575150318953,0.7911913130297794,2021,Lennox And Addington
0,49.190777777777775,-88.39855555555556,2.7933701320102875,-38.766666666666666,31.422222222222224,737.9000000000001,353.22222222222223,106.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Thunder Bay
0,45.344,-80.044,6.969999999999999,-30.6,30.0,939.4,359.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Parry Sound
0,45.057500000000005,-79.35300000000001,5.891962365591398,-34.5,31.450000000000003,918.8,358.0,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Muskoka
0,44.265,-79.24000000000001,7.78758064516129,-32.0,32.75,838.95,362.0,120.0,191.8,362.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,York
0,42.059666666666665,-82.88933333333334,9.126071428571429,-19.400000000000002,34.06666666666667,551.6666666666666,347.3333333333333,83.0,40.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Essex
0,45.032,-78.531,5.518494623655913,-38.0,31.0,1067.9,365.0,141.0,316.4,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Haliburton
0,50.94542857142857,-91.17621428571428,1.897936386610429,-37.392857142857146,33.0,634.8571428571429,345.7857142857143,93.35714285714286,43.32142857142857,77.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,2022,Kenora
0,45.054,-76.784,7.363965517241379,-32.5,32.0,1139.5,357.0,144.0,284.8,357.0,0.0,556.7613444368642,460.6200849790674,7.114732000666929,3.277188458750491,0.0665596975972224,2022,Frontenac
0,45.786500000000004,-82.27449999999999,5.614890126301416,-29.95,32.9,1137.4,358.5,135.5,178.5,179.0,0.0,827.3860582146738,644.4901927145879,16.173163751855107,10.423445423237686,0.1607514484938417,2013,Manitoulin
0,45.344,-80.044,7.436206896551724,-28.6,30.5,1274.2,361.0,133.0,0.0,0.0,0.0,1350.9059965962558,1041.0651716888578,18.49689804879611,19.256476342881214,0.2969753607674226,2013,Parry Sound
0,48.724,-92.56333333333333,3.893395748362378,-42.833333333333336,32.666666666666664,885.4666666666667,358.0,111.66666666666667,64.66666666666667,118.33333333333333,0.0,2190.0,2200.0,20.76818181818182,45.69,0.7046358841491626,2019,Rainy River
0,51.02625,-91.02875,3.802137096774193,-34.449999999999996,33.225,529.5,361.75,79.75,73.15,93.25,0.0,302.0,300.0,23.0,6.9,0.1064125104099195,2006,Kenora
0,43.00775,-82.1285,9.332912826420891,-17.525,36.775000000000006,771.525,349.75,116.5,40.725,181.75,0.0,925.2522622225116,629.6855673458759,25.448919237828967,16.02481714861171,0.2471363799483623,2012,Lambton
0,46.483666666666664,-81.20633333333333,3.182582614518098,-31.46666666666667,33.0,958.1333333333332,359.3333333333333,120.0,144.9,229.0,0.0,1290.0,1150.0,25.70434782608696,29.56,0.4558773634372783,2020,Sudbury
0,43.576499999999996,-79.78450000000001,8.022298387096773,-23.5,35.5,225.6,275.5,33.5,36.5,242.0,0.0,37.42661201765639,30.93456529686527,26.034127665653063,0.8053544222200713,0.0163567483152896,2022,Halton
0,44.71733333333333,-75.82133333333333,8.259080459770114,-30.066666666666663,33.166666666666664,942.8666666666667,328.3333333333333,112.0,47.46666666666667,114.66666666666667,0.0,999.8705780845556,662.2519413287316,28.73288161390066,19.02840662877433,0.2934580461548738,2013,Leeds And Grenville
0,43.4065,-80.426,8.13494623655914,-24.4,31.0,1055.35,335.0,136.0,132.75,158.0,0.0,1200.0,1100.0,29.0,31.9,0.4919650843589032,2008,Waterloo
0,45.8825,-82.567,5.5429254727474975,-28.6,31.65,843.8,355.0,96.5,0.0,0.0,0.0,620.0,550.0,29.072727272727278,15.99,0.2465994262977699,2020,Manitoulin
0,43.4075,-80.4265,8.1977047146402,-18.5,34.75,684.55,344.0,103.5,33.5,167.5,0.0,1536.090961817303,995.9626228451748,29.31462835928449,29.19627414844453,0.4502679459061184,2012,Waterloo
0,47.159,-83.672,4.448966547192354,-35.05,29.4,958.5999999999999,364.0,117.5,254.75,362.5,0.0,1014.0,631.2948607522252,31.012253697001317,19.577876379261124,0.3019320252191654,2011,Algoma
0,43.9585,-78.17500000000001,9.32364247311828,-20.05,30.65,613.15,277.0,85.0,10.3,96.0,0.0,15.994021618246151,10.774612619305843,31.024343490187285,0.334275282875051,0.0067891309951922,2021,Northumberland
0,44.403,-76.908,8.408333333333333,-30.5,33.5,1071.6,359.0,130.0,207.8,359.0,0.0,327.50667319815534,270.95299116415725,31.22087294502605,8.459388911210919,0.1718101887866937,2022,Lennox And Addington
